src,trg
Ein blau-graues Segelboot und vor ihm einige andere Boote befinden sich vor grauem Himmel im Wasser.,Blue and gray sailboat in the water with a few other boats in front of it against a gray sky.
Zwei Fußballspieler setzen zum Kopfball an.,In this photo we have two soccer players going for a header.
Ein Mann mit Sonnenbrille liegt im Schatten eines Baumes und liest ein Buch.,One man laying outside in the shade of a tree with a sunglasses on while reading a book.
Ein auf einer Steinbank sitzender Mann guckt auf sein Telefon.,A man checks his phone while sitting on a stone bench.
"Eine Menschenmenge schaut dabei zu, wie ein großes Standbild eines Mannes bewegt wird.",A crowd of people watching as a large statue of a man is being moved.
Ein Mann auf einem Surfboard erwischt eine große Welle.,A man is catching a large wave on his surfboard.
"Ein Bulle wirft einen Reiter ab, der ein rosa Oberteil und eine Cowboyhose trägt.",A bull is bucking off a rider who is wearing a pink shirt and chaps.
Ein kleines Baby in einer Babyschaukel hat ein gelbes Kleid an.,A small baby in a baby swing that has a yellow dress on.
Ein Atlanta-Baseballspieler trägt einen Handschuh im Infield.,An Atlanta baseball player is wearing a glove on the infield.
"Ein frischgebackener Vater erkennt, dass sein Vaterdasein weitergeht.",A new dad sees that his fatherhood is continuing.
Ein Mann auf einem Mountainbike rollt einen mittelhohen Berg hinunter.,A man on a mountain bike is rolling down a mild hill.
"Auf geht's in den Schlamm, ich habe meinen Helm und meine Jacke dabei.","O Oh cool going mudding, got my helmet and jacket."
Ein blondes Kleinkind streichelt im Freien einen kleinen Hund.,"A little, blond toddler is petting a small dog outside."
Ein junger Turner trainiert vor dem Wettkampf.,A young gymnast practicing before a match.
"Ein junger Mann in blauen Jeans, einem blauen T-Shirt und mit Sonnenbrille fährt mit seinem Skateboard auf dem mit Palmen gesäumten Gehweg.",A young man in blue jeans and a blue tee-shirt an sunglasses is on a skateboard on pavement lined with palm trees.
"Eine Sängerin, ein Gitarrist und ein Schlagzeuger treten auf einer Bühne auf.",A female singer and male guitarist and drummer perform on a stage.
Ein Mann mit Ohrschützern und Schießbrille nimmt mit dem Zielfernrohr ein Ziel ins Visier.,A guy wearing earmuffs and shooters glasses sites his rifle's scope on a target.
Ein Mann mit Schutzkleidung macht Schießübungen,A man practicing shooting with his safety gear on.
Drei Shortboarder laufen am Strand auf einen Felsvorsprung mit schwarzen Felsbrocken zu.,Three shortboarders are walking down the beach toward an outcropping of black boulders.
Ein Mann steht inmitten von Kokosnüssen und versucht eine zu öffnen.,A man is standing in coconuts while trying to open one.
"Eine große multikulturelle Menschenmenge steht, von roten, weißen und schwarzen Ballons umgeben, zusammen.","Many people of all races are gathered together surrounded by red, white, and black balloons."
Ein Mann in Tauchausrüstung unterhält sich mit anderen Männern.,A guy in his scuba gear is having a conversation with other men.
Eine Gruppe Kinder spielt Football vor einem alten Schloss.,A group of kids playing football by an old castle.
Eine Gruppe von Menschen fährt auf einer Art Traktor über ein Feld.,There are a group of people on a tractor of some kind riding through a field.
Ein Mann in einem kurzärmeligen Oberteil mit Aufdruck sitzt mit Kopfhörern vor einer Spielkonsole.,"A man, in a black short-sleeved logo shirt, is sitting at an electronic console with his headphones on."
Eine Frau in einem blauen Pullover hält ein großes Stück braunes Papier.,Woman wearing a blue sweater while holding a large piece of brown paper material.
Eine hellhäutige Frau mit einer rosa Schleife im blonden Haar packt einen Gegenstand in eine Plastiktüte.,A caucasian women with blond-hair and a pink bow is putting an object into a plastic bag.
Ein Mann in voller Montur fährt mit seinem Geländemotorrad durch Schlamm.,A man dirt biking through some mud in full costume.
"Ein Mann in einer schwarzen Weste und mit einem blauen Hut reitet auf einem braunen, Staub aufwirbelnden Bullen.",A man with a blue hat and black vest is riding a tan colored bull that is kicking up dust.
Ein Skifahrer springt hoch über eine Schneeverwehung.,A skier jumps a snowdrift high in the trees.
Mitarbeiter treffen letzte Vorbereitungen für die Gäste in einem spanischen Restaurant in New York.,Getting things ready for the crowd at the spanish food restaurant in NY.
Eine Gruppe Mädchen tritt gegeneinander auf Inlineskates an.,A team of girls competing on rollerskates.
Ein Mann in einem Surfoberteil und blau-weißen Shorts lenkt sein gelbes Board mit dem bunten Segel über den Scheitelpunkt einer Welle und macht dabei einen Salto.,"A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave, flipping over in the process."
"Ein Baseballspieler der Spitzenliga hat gerade den Ball getroffen und ist dabei, loszurennen.",A major league baseball player has just hit the ball and is about to run.
Ein Fußballspieler in einem grünen Trikot schießt einen blau-gelben Ball.,A soccer player in a green jersey kicks a blue and yellow ball.
Ein kleiner Junge in schwarzer Kleidung und mit Helm schwingt eine blauen Schläger beim Tee-Ball.,"A small boy wearing a helmet and dressed in black, swings a blue bat in tee ball."
Eine Frau macht ein Foto beim Weintrinken.,A woman taking a picture while enjoying a glass of wine.
Ein Tennisspieler auf einem Tennisplatz spielt einen hohen Aufschlag zurück.,Tennis player returning a high serve on tennis court.
Ein Mann scheint etwas zu nähen.,A man appears to be sewing some sort of material.
Fußballspieler in ihren Trikots rennen mitten im Spiel auf das Feld.,Soccer players in their uniforms running up the field in the middle of a game.
"Ein Junge, dessen Arm mit einer ACE-Bandage verbunden ist, liegt auf einem Bett.",A boy with his arm wrapped in an ACE bandage rests in a bed.
Ein kleiner Junge verkauft gerade Ziegen.,A young boy is in the middle of a sale of goats
Ein Mann und eine Frau in Jeans sitzen links und rechts von einer Gitarre.,A man and a woman in jeans are sitting on either side of a guitar.
Zwei Ringer kämpfen in einem Sportstudio.,Two wrestlers wrestling in a gym.
Auf einem großen Eishockeyfeld findet ein Spiel statt.,A hockey game is going on in a large ice rink.
Ein Mann führt ein Lasten tragendes Kamel an.,A man is directing a camel carrying some material.
Eine Kunstklasse malt an einem Projekt und wird von einem lächelnden Lehrer betreut.,An arts and crafts class paints a project while the teacher oversees and smiles at them.
Ein Mann wirft in einem Basketballspiel den Ball.,A man in a basketball game is shooting the ball.
Eine Gruppe Jugendlicher sitzt um eine Feuerstelle.,A group of young people are sitting around a fire pit.
Drei Pfadfinder auf der Spitze eines Felsens schauen über das Meer.,Three scouts are on top of a cliff overlooking the ocean.
Ein Mann versucht seinen Gegner im blauen Unterhemd bei einem Ringkampf auf den Boden zu drücken.,One man attempts to pin his opponent who is waring a blue singlet during a wrestling match.
Ein Mann in Spielkleidung und mit Helm lächelt.,A man in a helmet and uniform is smiling.
Eine große Gruppe Radfahrer geht bei einem Rennen in Startposition.,A lot of bicyclists are ready for a race to begin.
Ein mit einem Turban vermummter Mann trägt eine Waffe.,A man who has his face covered with a turban is carrying a weapon.
"Jemand fährt auf einem Schlitten einen schneebedeckten Hügel hinunter, im Hintergrund sind Bäume und Berge zu sehen.","Sledding down a snow covered hill on a sled, with trees and mountains in the background."
Ein kleines Mädchen hält ein großes Schild mit der Aufschrift „END WAR“.,"A little girl holding a big sign that says ""END WAR"" and she's looking down at it."
Drei Vierergruppen von Kindern im Highschool-Alter führen an einem Tisch wissenschaftliche Experimente durch.,A table full of high school aged kids are performing science experiments in three groups of four.
Schüler untersuchen im Unterricht Fotos aus der Nähe.,Students investigate photos up close in class.
"Ein Junge reitet auf einem Spielzeugpferd, das in einer blaugrün gemauerten Ecke steht.","A boy is riding a toy horse, which is placed in the corner of a teal brick corner."
Mit einem Bohrer werden Löcher ins Holz gebohrt.,Working making drill on wood to make holes.
Eine Torhüter spielt Hockey und ein Gegenstand befindet sich vor dem Netz.,"A goalie is playing hockey, and there is an object in front of the net."
Vier Personen sitzen an einen Kaffeetisch und gehen Papiere durch.,There are five people sitting around a coffee table going over some paperwork.
Ein schwarzer Hund rennt über einen Rasen auf die Kamera zu.,A black dog runs on green grass towards the camera.
"Ein kahlköpfiger Mann auf einem Surfboard ist vermutlich bereit, Wellen zu reiten.",A bald man is on a surfboard presumably ready to catch some waves.
Ein Mann bereitet in seiner Küche ein fantastisches Essen zu.,A man in his kitchen cooking up a great meal.
Ein Mann singt und spielt Gitarre im Scheinwerferlicht.,A male vocalist plays guitar and sings under the spotlight.
Drei Personen in einheitlicher Kleidung klettern neben einem kleinen Wasserfall einen Felsen hinauf.,Three people rock climbing in matching clothes beside a small waterfall.
Ein Mann spielt Schlagzeug.,A man is playing the drums.
Ein dunkelhaariger Mann surft auf einer großen Welle und befindet sich in der Luft.,A dark-haired man surfs off a big ocean wave and is airborne.
Ein Mann in einem Geländewagen genießt die nachmittägliche Fahrt durch die Wüste.,A man on an atv enjoys an afternoon riding in the desert
"Drei Personen stehen stolz neben einem Lkw auf der Straße, der mit Baumaterialien beladen ist.",Three people stand proudly by a truck stocked with building supplies in the street.
Ein Mann schwimmt mit Schwimmbrille.,A man in goggle swimming.
"Ein rot gekleideter Fahrer fährt in einem kleinen roten, knapp über dem Boden liegenden Rennwagen.",Rider in red racing a mini red race car that rides very close to the ground.
Zwei Kinder und ein Erwachsener in Winterkleidung graben ein Loch in den Sand.,Two children and an adult digging a hole in the sand in winter clothing.
Ein asiatisch aussehende Frau in einem rosa Oberteil wäscht ihre Kleidung im Fluss.,"An Asian woman, dressed in a bright pink shirt, is washing her clothes in the river."
Ein Skifahrer fliegt hoch durch die Luft.,Snow skier flies high through the air.
Eine Person in orangen Hosen fährt auf Ski einen Hang hinunter.,A person in orange pants is skiing down a slope.
Zwei Mädchen spielen auf einer Hüpfburg.,Two girls playing inside a jumper house.
Ein Tiefseetaucher in kompletter Ausrüstung beobachtet eine Meeresschildkröte.,A deep-sea diver is in full equipment studying a sea turtle.
Ein Mann in einem altmodischen Anzug tanzt in einem Ballsaal mit einer Frau.,A man wearing a old style suit dancing in a ballroom with a woman.
Eine Frau in einem leuchtend pinken Rock mit einem Korb auf dem Rücken geht einen mit Kopfsteinen gepflasterten Weg hoch.,"A woman in a bright pink skirt carrying a basket on her back, walking up a cobblestone path."
Eine Person geht eine Straße in der Wüste entlang.,A person walking down a road in the desert.
Ein Mann mit blutender Nase hat soeben einen Karatekampf gewonnen.,A man has just won from a karate battle with his opponent and his nose is bleeding.
Ein älterer Mann mit einem Friseurumhang bekommt einen Haarschnitt verpasst.,"An older man, wearing a salon drape, getting a haircut."
Eine Frau mit einem roten Kapuzenpulli versucht barfuß und mit einem abgedeckten Fernseher einen Wasserlauf zu überqueren.,A woman with a red hoodie on trying to cross a stream of water shoeless with a covered television.
